chrom	start	end	score	bins
1	26140000	26340000	245.58422224696358	20
1	26340000	26490000	154.65650005478446	15
1	26490000	26550000	134.7308578208001	6
1	26550000	26750000	184.97022954330748	20
1	26750000	26790000	145.37590126338807	4
1	26790000	26900000	232.19629994799698	11
1	26900000	27010000	91.53706803930916	11
1	27010000	27110000	117.99498572108392	10
1	27110000	27240000	157.48437824479288	13
1	27240000	27420000	213.45618073021916	18
1	27420000	27610000	129.37867282149435	19
1	27610000	27720000	133.02086263329187	11
1	27720000	27810000	120.37502412166687	9
1	27810000	27920000	131.3078017027839	11
1	27920000	27990000	126.15735833138886	7
1	27990000	28050000	119.0366613007557	6
1	28050000	28090000	113.33033437738628	4
1	28090000	28150000	161.34800871094023	6
1	28150000	28310000	158.57281406567643	16
1	28310000	28400000	107.98129907843905	9
1	28400000	28560000	192.6131373405185	16
1	28560000	28680000	175.0329729516139	12
1	28680000	28830000	148.88046831305942	15
1	28830000	28970000	161.5869991405772	14
1	28970000	29200000	186.4022054480487	23
1	29200000	29550000	251.98144427297478	35
1	29550000	30180000	308.65939598109503	63
1	30180000	30260000	191.05799422442192	8
1	30260000	31180000	298.7947202071144	92
1	31180000	31250000	266.8360301286587	7
1	31250000	31400000	225.44629528232448	15
1	31400000	31530000	258.26238780164505	13
1	31530000	31620000	188.13786066304692	9
1	31620000	32010000	222.23370543480124	39
1	32010000	32100000	112.25352041585676	9
1	32100000	32260000	196.52419547943947	16
1	32260000	32470000	177.9486563707201	21
1	32470000	32530000	138.11656234290535	6
1	32530000	32640000	192.021614586771	11
1	32640000	32800000	184.77111223689204	16
1	32800000	32860000	173.84933881532038	6
1	32860000	33080000	125.47893222371526	22
1	33080000	33160000	117.18755877357728	8
1	33160000	33280000	136.51388809213503	12
1	33280000	33340000	170.1367719769394	6
1	33340000	33560000	243.7141405233604	22
1	33580000	33640000	139.64383656783716	6
1	33640000	33830000	168.36469991939984	19
1	33830000	34080000	226.01394277418316	25
1	34080000	34910000	291.3132136667445	83
1	34910000	35080000	230.8953651971027	17
1	35080000	35210000	303.42902813579474	13
1	35210000	35320000	324.15421206269014	11
1	35320000	35650000	249.85749396942273	33
1	35650000	35770000	135.17626122371297	12
1	35770000	35900000	145.49979146121896	13
1	35900000	36020000	202.7415191857809	12
1	36020000	36260000	194.71046854834066	24
1	36260000	36330000	149.23577711624347	7
1	36330000	36390000	156.45803261999066	6
1	36390000	36550000	202.07936799634993	16
1	36550000	36600000	110.06973649231412	5
1	36600000	36680000	108.95305765234015	8
1	36680000	36770000	116.83419017085251	9
1	36770000	36920000	232.5664587638732	15
1	36920000	37900000	695.614471102195	98
1	37900000	38010000	226.68940558642404	11
1	38010000	38050000	176.92284266907077	4
1	38050000	38150000	165.86770228617652	10
1	38150000	38260000	154.9251195446527	11
1	38260000	38320000	168.9450129594415	6
1	38320000	38470000	299.8461177514143	15
1	38470000	38930000	160.95012867877676	46
1	38930000	39070000	166.18111207923496	14
1	39070000	39320000	247.8601408992851	25
1	39320000	39450000	195.3057709647334	13
1	39450000	39550000	190.07102281876598	10
1	39550000	39640000	108.41320431894968	9
1	39640000	39730000	141.41350520031236	9
1	39730000	39940000	122.76263624685242	21
1	39940000	40030000	193.07601624490516	9
1	40030000	40120000	111.12758601523542	9
1	40120000	40190000	126.07590189531868	7
1	40190000	40260000	184.41835324808147	7
1	40260000	40370000	114.72187423592428	11
1	40370000	40500000	155.82935959234862	13
1	40500000	40800000	141.3242706714427	30
1	40800000	40910000	126.69604510184786	11
1	40910000	40990000	256.35945827284274	8
1	40990000	41130000	181.84737476967618	14
1	41130000	41230000	144.58464913226987	10
1	41230000	41320000	130.73763496672495	9
1	41320000	41440000	186.2883323125332	12
1	41440000	41700000	356.74629186488596	26
1	41700000	41940000	320.10846635749937	24
1	41940000	42210000	161.38871638453983	27
1	42210000	42270000	102.88889374969588	6
1	42270000	42350000	135.23544494244663	8
1	42350000	42500000	171.20237022115197	15
1	42500000	42630000	221.00062249056012	13
1	42630000	42790000	288.00766623545627	16
1	42790000	42910000	151.24650008710947	12
1	42910000	43010000	172.3187163563909	10
1	43010000	43110000	126.16910434945906	10
1	43110000	43220000	183.05012623014503	11
1	43220000	43370000	146.45115031674376	15
1	43370000	43630000	185.7525754333658	26
1	43630000	43820000	141.3508159633839	19
1	43820000	43970000	113.6841005239747	15
1	43970000	44110000	204.32530132347162	14
1	44110000	44170000	168.8412909755538	6
1	44170000	44220000	118.84437451762625	5
1	44220000	44400000	186.23924416017482	18
1	44400000	44450000	134.9396381366188	5
1	44450000	44530000	244.5630933472929	8
1	44530000	44670000	259.1492883786303	14
1	44670000	44830000	237.86817467225305	16
1	44830000	45130000	361.3320001334763	30
1	45130000	45180000	286.9691093883964	5
1	45180000	45290000	409.69322984410815	11
1	45290000	45470000	213.3664646802988	18
1	45470000	45760000	190.11849826329953	29
1	45760000	45960000	217.29807488457226	20
1	45960000	46040000	127.22899968744666	8
1	46040000	46140000	194.42252460726465	10
1	46140000	46260000	132.76689259742673	12
1	46260000	46490000	119.72543382535093	23
1	46490000	46700000	221.72433514392017	21
1	46700000	46760000	175.43683190698675	6
1	46760000	47190000	544.4294972833708	43
1	47190000	47630000	518.7430592438109	44
1	47630000	47710000	227.32438087508396	8
1	47710000	47840000	339.74155367841684	13
1	47840000	47900000	203.81109211610573	6
1	47900000	48230000	314.1741595819616	33
1	48230000	48440000	345.1277006859919	21
1	48440000	48530000	278.92792727531094	9
1	48530000	48700000	458.7865991981245	17
1	48700000	49150000	364.40496285934813	45
1	49150000	50810000	325.67450396866565	166
1	50810000	51070000	285.44326866535204	26
1	51070000	51200000	223.5945688422712	13
1	51200000	51650000	263.29603931376033	45
1	51650000	51760000	183.30842870911115	11
1	51760000	51990000	252.22395000660745	23
1	51990000	52030000	97.828221232728	4
1	52030000	52240000	168.31871460306155	21
1	52240000	52340000	185.14920347268674	10
1	52340000	52490000	242.83571552383404	15
1	52490000	52820000	230.77491408300708	33
1	52820000	53010000	170.49485873232283	19
1	53010000	53150000	146.32549553279094	14
1	53150000	53300000	159.14365946699905	15
1	53300000	53380000	177.28360369890126	8
1	53380000	53470000	133.16443024201016	9
1	53470000	53650000	289.31191871570957	18
1	53650000	54210000	431.35250343753563	56
1	54210000	54290000	242.81981239322377	8
1	54290000	54430000	274.2340142181926	14
1	54430000	54510000	184.72087897425428	8
1	54510000	54870000	138.58061827869693	36
1	54870000	54960000	137.44673057054447	9
1	54960000	55120000	185.6402243988715	16
1	55120000	55360000	226.72375124556493	24
1	55360000	55510000	326.58719261230004	15
1	55510000	55740000	348.3185606946059	23
1	55740000	55810000	190.88248495526372	7
1	55810000	56930000	206.7930362493791	112
1	56930000	57050000	254.54221998659023	12
1	57050000	57280000	494.2216449480948	23
1	57280000	57690000	316.37347115849457	41
1	57690000	58510000	261.67922018963554	82
1	58510000	58630000	340.9299856926326	12
1	58630000	58940000	305.549056670663	31
1	58940000	59120000	328.24266173934535	18
1	59120000	59160000	190.90037999922146	4
1	59160000	59600000	201.57188272984115	44
1	59600000	59760000	181.01787378997477	16
1	59760000	60270000	268.25414541474146	51
1	60270000	60430000	640.4125204800534	16
1	60430000	61300000	565.2853167700373	87
1	61300000	61500000	364.9829879406534	20
1	61500000	62100000	307.32958019323803	60
1	62100000	62330000	300.01523630014407	23
1	62330000	62530000	324.94638989098524	20
1	62530000	62600000	273.23947538731994	7
1	62600000	62890000	410.5854297326463	29
1	62890000	63240000	416.54397157585106	35
1	63240000	63300000	250.47316174380572	6
1	63300000	63770000	429.49407709705565	47
1	63770000	63820000	177.65256949176617	5
1	63820000	64070000	375.3858168580115	25
1	64070000	64380000	289.03225736518476	31
1	64380000	64600000	203.15892735221095	22
1	64600000	64720000	364.60745888931655	12
1	64720000	64910000	389.7759763067158	19
1	64910000	65130000	299.1776405573493	22
1	65130000	65280000	328.69214571485355	15
1	65280000	65520000	298.2167981888878	24
1	65520000	65590000	182.21270272916607	7
1	65590000	65680000	220.34686215690624	9
1	65680000	65880000	232.77360862372134	20
1	65880000	66160000	300.5866975548172	28
1	66160000	66700000	425.9748610496205	54
1	66700000	66920000	568.7602775534831	22
1	66940000	67190000	563.8820562687596	25
1	67190000	67380000	298.37454691938353	19
1	67380000	67440000	199.94224322945723	6
1	67440000	67610000	188.69551925715598	17
1	67610000	67670000	128.9540437638006	6
1	67670000	67800000	124.75503454919776	13
1	67800000	67980000	155.27349565804445	18
1	67980000	68140000	164.42391930050138	16
1	68140000	68230000	163.7791601603002	9
1	68230000	68310000	197.77590363749584	8
1	68310000	68570000	373.9244689006672	26
1	68570000	68820000	251.40852235175413	25
1	68820000	68910000	324.4957111584595	9
1	68910000	69440000	433.87414253630084	53
1	69440000	69700000	366.1807875932103	26
1	69700000	70220000	407.5103494865028	52
1	70220000	70580000	877.819814852832	36
1	70580000	70810000	239.41789588654174	23
1	70810000	70980000	164.58480163770676	17
1	70980000	71550000	595.460536157187	57
1	71550000	72280000	470.27201509911885	73
1	72280000	73590000	399.3638024292399	131
1	73590000	74730000	396.5080881177468	114
1	74730000	74960000	283.84541670996526	23
1	74960000	75220000	335.15589351291027	26
1	75220000	75500000	342.7705178651455	28
1	75500000	75670000	311.5769041198312	17
1	75670000	75940000	259.1885079971564	27
1	75940000	76180000	286.86181137549335	24
1	76180000	76260000	289.45097899255273	8
1	76260000	76450000	237.89539572958785	19
1	76450000	76610000	249.948351204843	16
1	76610000	76760000	281.2298325644733	15
1	76760000	77330000	242.53918309797712	57
1	77330000	77590000	311.32528572592565	26
1	77590000	77680000	285.09618332142577	9
1	77680000	78000000	358.2232851618747	32
1	78000000	78140000	251.03098754729018	14
1	78140000	78390000	147.93500009159868	25
1	78390000	78470000	210.45177803527332	8
1	78470000	78590000	261.87741760845506	12
1	78590000	79070000	335.02096106614664	48
1	79070000	79150000	395.14590595140606	8
1	79150000	79290000	294.16223341368186	14
1	79290000	79720000	299.0726317102859	43
1	79720000	79950000	356.3881414917614	23
1	79950000	80480000	274.99536967916	53
1	80480000	81710000	410.4347074043226	123
1	81710000	81760000	320.4698982621022	5
1	81760000	82000000	323.4044095596194	24
1	82000000	82270000	222.65675143640973	27
1	82270000	82420000	394.8142190926558	15
1	82420000	82800000	293.4910760487288	38
1	82800000	83090000	300.03602013892373	29
1	83090000	83200000	356.6540881890034	11
1	83200000	84340000	424.3702692818791	114
1	84340000	84590000	381.48530176496774	25
1	84590000	84890000	195.36027092653356	30
1	84890000	85090000	173.25903290919388	20
1	85090000	85230000	167.33645597221883	14
1	85230000	85400000	276.7828612830076	17
1	85400000	85970000	333.58460035909513	57
1	85970000	86010000	223.45695434002772	4
1	86010000	86170000	283.41422437482765	16
1	86170000	86340000	224.68840804470793	17
1	86340000	86800000	301.7230913927064	46
1	86800000	86970000	272.87581875719525	17
1	86970000	87160000	295.01390845622905	19
1	87160000	87210000	186.7195074817091	5
1	87210000	87580000	388.3039231486188	37
1	87580000	87750000	393.52330358936854	17
1	87750000	88630000	254.67007198688833	88
1	88630000	89060000	407.158242320208	43
1	89060000	89100000	272.79038227202693	4
1	89100000	89350000	483.8318676236282	25
1	89350000	89430000	198.67185205786083	8
1	89430000	89820000	182.3372799531401	39
1	89820000	89930000	229.36281590969102	11
1	89930000	90070000	199.825926472546	14
1	90070000	90240000	190.1608398048401	17
1	90240000	90490000	289.893204678526	25
1	90490000	90930000	369.6814584319865	44
1	90930000	91310000	229.53769287902077	38
1	91310000	91480000	240.06520817892402	17
1	91480000	91630000	240.0135619727325	15
1	91630000	91950000	488.68960830060297	32
1	91950000	92400000	299.0171801616173	45
1	92400000	92750000	457.2333887482412	35
1	92750000	92920000	154.48378917251756	17
1	92920000	93100000	160.5069940583271	18
1	93100000	93290000	379.6088759341682	19
1	93290000	93470000	283.0802169500916	18
1	93470000	93540000	108.11391353405746	7
1	93540000	93750000	260.8177461551663	21
1	93750000	93830000	182.5094338224208	8
1	93830000	94070000	249.19169168229055	24
1	94070000	94370000	282.81524753259123	30
1	94370000	94800000	357.54292977231415	43
1	94800000	94880000	247.65480226015882	8
1	94880000	94930000	258.5801026156212	5
1	94930000	95290000	303.56152048833616	36
1	95290000	95530000	323.0489228986531	24
1	95530000	95690000	325.7619972178975	16
1	95690000	97170000	473.0987371641219	148
1	97170000	97310000	453.198565631743	14
1	97310000	97400000	372.49615087078536	9
1	97400000	97510000	292.54732151391903	11
1	97510000	98520000	286.25988995029337	101
1	98520000	99120000	622.8975975148893	60
1	99120000	99210000	250.7107202913181	9
1	99210000	99430000	258.99647050656665	22
1	99430000	99630000	276.7656989384753	20
1	99630000	100180000	427.99688991168085	55
1	100180000	100430000	207.2318704434115	25
1	100430000	100490000	136.1704403472281	6
1	100490000	100590000	151.86442264175415	10
1	100590000	100720000	156.33452562648364	13
1	100720000	100810000	145.70252927969673	9
1	100810000	100920000	214.91941204208138	11
1	100920000	101000000	174.26008262923713	8
1	101000000	101350000	439.6798136302014	35
1	101350000	101580000	178.7250859373084	23
1	101580000	101750000	106.80922664242635	17
1	101750000	101970000	281.35847864067705	22
1	101970000	102030000	218.07968309495857	6
1	102030000	104060000	440.0998791746109	203
1	104060000	104470000	705.1303813027214	41
1	104470000	104730000	287.82266756968596	26
1	104730000	104900000	315.1197622987441	17
1	104900000	105320000	340.2538508619009	42
1	105320000	105410000	254.4573091683004	9
1	105410000	105580000	223.2101543797448	17
1	105580000	106110000	312.5376296443472	53
1	106110000	106480000	476.89088921824174	37
1	106480000	107490000	377.9932320011831	101
1	107490000	107530000	193.3059803322651	4
1	107530000	107690000	263.0408448272695	16
1	107690000	107960000	235.6813040198457	27
1	107960000	108080000	198.89441528738257	12
1	108080000	108310000	372.01969708189966	23
1	108310000	108510000	169.4872731944321	20
1	108510000	108700000	117.49913455019465	19
1	108700000	109040000	641.166784595178	34
1	109040000	109200000	282.31791909631903	16
1	109230000	109280000	161.81048153605067	5
1	109280000	109440000	222.50009335217928	16
1	109440000	109500000	141.74620405624245	6
1	109500000	109580000	143.77770676944766	8
1	109580000	109640000	149.44418675212782	6
1	109640000	109750000	191.56214052116647	11
1	109750000	109960000	189.554941034096	21
1	109960000	110020000	109.63381399572926	6
1	110020000	110080000	155.85134912036145	6
1	110080000	110170000	163.21486838580086	9
1	110170000	110310000	168.9752237502781	14
1	110310000	110570000	200.71259154914625	26
1	110570000	110660000	271.269532122552	9
1	110660000	110720000	351.5814766348697	6
1	110720000	110870000	155.90390023286724	15
1	110870000	110950000	188.76240895382685	8
1	110950000	111050000	121.78420892992315	10
1	111050000	111150000	184.0631028635706	10
1	111150000	111320000	188.35336834932073	17
1	111320000	111410000	135.28067666997669	9
1	111410000	111500000	179.5530005029528	9
1	111500000	111550000	128.5686990313308	5
1	111550000	111660000	170.31548005014488	11
1	111660000	111760000	244.09192449447778	10
1	111760000	111980000	216.84278924904012	22
1	111980000	112320000	515.6366571764361	34
1	112320000	112910000	972.0407424754195	59
1	112910000	113000000	175.04916003541743	9
1	113000000	113150000	163.7438626213346	15
1	113150000	113250000	230.76388099698838	10
1	113250000	113350000	178.8632611407001	10
1	113350000	113410000	199.92610982837903	6
1	113410000	113610000	225.53869689335795	20
1	113610000	113670000	186.97414263926228	6
1	113670000	114010000	262.91694673083083	34
1	114010000	114220000	308.4344391022278	21
1	114220000	114350000	244.5856784976752	13
1	114350000	114510000	380.9870205706569	16
1	114510000	114880000	540.1287813184748	37
1	114880000	115050000	238.00333796699363	17
1	115050000	115120000	128.57074347841308	7
1	115120000	115240000	197.9994491610287	12
1	115240000	115320000	335.80450367692634	8
1	115320000	115660000	388.8065459107982	34
1	115660000	116140000	302.17914439048195	48
1	116140000	116250000	249.1125820765288	11
1	116250000	116330000	186.98764071638448	8
1	116330000	116560000	267.42116428428295	23
1	116560000	116650000	272.5135134610509	9
1	116650000	116890000	176.86832894239222	24
1	116890000	117040000	163.6125593568509	15
1	117040000	117110000	261.54964784670017	7
1	117110000	117220000	229.23140915482387	11
1	117220000	117260000	186.89137321765722	4
1	117260000	117360000	127.33294291923363	10
1	117360000	117600000	154.78721029726924	24
1	117600000	117670000	279.75101015867637	7
1	117670000	118050000	338.4378185852462	38
1	118050000	118510000	375.3729311380109	46
1	118510000	118670000	483.50542003803537	16
1	118670000	119560000	335.90630263880433	89
1	119560000	119670000	302.4727338529115	11
1	119670000	119810000	240.91695157952952	14
1	119810000	119910000	197.6813637433837	10
1	119910000	120080000	281.5655297699325	17
1	120080000	120130000	186.12494032454387	5
1	120130000	120680000	280.6923955647638	55
1	145460000	145510000	83.37312177663658	5
1	145510000	145610000	113.06758224603307	10
1	145610000	145700000	263.11912329528843	9
1	145700000	145970000	683.8842384124985	27
1	145970000	146570000	258.7313506338548	60
1	146570000	146640000	151.03362520549152	7
1	146640000	146710000	250.6574608849049	7
1	146710000	146870000	299.85702260179653	16
1	146870000	146940000	423.884931039293	7
1	146940000	147380000	196.95425703882793	44
1	147380000	148960000	1943.3327516181334	158
1	148960000	149210000	154.19976511337615	25
1	149210000	149850000	3510.7238458359493	64
1	149850000	150030000	75.11601292933506	18
1	150030000	150200000	133.09968040738622	17
1	150200000	150330000	166.762387968791	13
1	150330000	150420000	154.44038989846106	9
1	150420000	150520000	136.58497156236152	10
1	150520000	150590000	138.231813973578	7
1	150590000	150730000	106.90126494919379	14
1	150730000	150900000	134.949989723664	17
1	150900000	150970000	160.0784300471495	7
1	150970000	151040000	144.81614386952708	7
1	151040000	151130000	168.8494576567272	9
1	151130000	151250000	150.5478710536754	12
1	151250000	151310000	135.99136396586306	6
1	151310000	151410000	175.38326954545568	10
1	151410000	151550000	142.78277426475842	14
1	151550000	152010000	213.67554166191243	46
1	152010000	152150000	244.46181724665075	14
1	152150000	152430000	243.67820784745751	28
1	152430000	152600000	393.88054880954405	17
1	152600000	152830000	257.4429485725679	23
1	152830000	152920000	234.25709274554362	9
1	152920000	153190000	236.10389816117126	27
1	153190000	153260000	192.4945547853595	7
1	153260000	153310000	261.3493530732707	5
1	153310000	153460000	234.2430140731898	15
1	153460000	153540000	116.96794929851539	8
1	153540000	153600000	168.64782124225405	6
1	153630000	153750000	194.1577818846573	12
1	153750000	153960000	319.5485269043735	21
1	153960000	154240000	231.81695774834915	28
1	154240000	154300000	127.3904478057372	6
1	154300000	154440000	162.56389200128964	14
1	154440000	154520000	154.99794608937285	8
1	154520000	154850000	129.60588210381985	33
1	154850000	154900000	105.95343230810943	5
1	154900000	155050000	206.1972065274438	15
1	155050000	155140000	183.19617196239543	9
1	155140000	155210000	207.35226291726616	7
1	155210000	155290000	193.32874380460225	8
1	155290000	155570000	170.46629916857714	28
1	155570000	155710000	163.67583414637076	14
1	155710000	155820000	149.96627124349627	11
1	155820000	155870000	101.33633358287064	5
1	155870000	156040000	155.4356783900836	17
1	156040000	156100000	99.55002009680005	6
1	156100000	156190000	107.47328304213623	9
1	156190000	156300000	139.18123687499684	11
1	156300000	156420000	161.26062028441828	12
1	156420000	156580000	180.49977964462042	16
1	156580000	156690000	109.2467096975215	11
1	156690000	156740000	143.25793018007747	5
1	156740000	156860000	143.94029711240478	12
1	156860000	157040000	190.3155025999488	18
1	157040000	157130000	200.8161849361353	9
1	157130000	157330000	166.5498488988146	20
1	157330000	157460000	131.14406885347438	13
1	157460000	157530000	161.8846277798812	7
1	157530000	157620000	138.97877230558055	9
1	157620000	157740000	153.74809246341925	12
1	157740000	157840000	161.43495384638734	10
1	157840000	157920000	203.34955066283544	8
1	157920000	158090000	303.063787770894	17
1	158090000	158750000	263.1548515417981	66
1	158750000	158970000	215.4371331532351	22
1	158970000	159050000	346.4239954553915	8
1	159080000	159730000	545.37019520634	65
1	159730000	159890000	229.8919374070477	16
1	159890000	159990000	152.15858628648766	10
1	159990000	160060000	180.7540773885682	7
1	160060000	160220000	138.16697106948052	16
1	160220000	160380000	134.14037458650336	16
1	160380000	160580000	274.24127064046974	20
1	160580000	160740000	127.90835479854869	16
1	160740000	160800000	142.16975414996625	6
1	160800000	160950000	148.59028347158662	15
1	160950000	161120000	243.20808362442827	17
1	161120000	161350000	254.5335117624743	23
1	161350000	161410000	177.0510861761514	6
1	161410000	161490000	1803.7193788873703	8
1	161490000	161600000	131.52147489516497	11
1	161600000	161730000	200.66397139848317	13
1	161730000	161940000	275.6815714552965	21
1	161940000	162010000	194.7942007248774	7
1	162010000	162310000	249.63675842969468	30
1	162310000	162460000	239.55902193545546	15
1	162460000	162520000	190.0815184707602	6
1	162520000	163030000	312.2902215999568	51
1	163030000	163320000	258.9735515459993	29
1	163320000	164080000	530.5160877987842	76
1	164080000	164770000	278.93098018914884	69
1	164770000	165330000	496.69575304252754	56
1	165330000	165560000	309.03518618503716	23
1	165560000	165660000	145.23029653536295	10
1	165660000	165790000	132.51506262317326	13
1	165790000	165890000	157.3613705490917	10
1	165890000	166130000	237.31401376530965	24
1	166130000	166460000	209.76808355355325	33
1	166460000	166800000	510.6360341156317	34
1	166800000	166840000	253.5219820079218	4
1	166840000	167020000	240.08065450196526	18
1	167020000	167180000	180.1516557410129	16
1	167180000	167410000	222.0306601418255	23
1	167410000	167520000	167.47361120807793	11
1	167520000	167680000	280.0019573495147	16
1	167680000	167770000	209.70900756457957	9
1	167770000	167890000	205.87958741554004	12
1	167890000	168050000	223.41212931980772	16
1	168050000	168100000	188.13652546764672	5
1	168100000	168140000	193.07102851073742	4
1	168140000	168190000	161.68493145700344	5
1	168190000	168290000	246.48165681669704	10
1	168290000	168550000	291.4696019469222	26
1	168550000	169120000	138.75233086081926	57
1	169120000	169330000	277.02795894007687	21
1	169330000	169420000	205.31410886379285	9
1	169420000	169510000	250.1100444073179	9
1	169510000	169690000	161.405753999145	18
1	169690000	169770000	138.2343077573317	8
1	169770000	169850000	240.11486752617455	8
1	169850000	170040000	257.73780116945164	19
1	170040000	170490000	188.25964062709184	45
1	170490000	170640000	250.3720305275267	15
1	170640000	170920000	289.6905722929208	28
1	170920000	171200000	335.0306217041706	28
1	171200000	171300000	252.31435744863927	10
1	171300000	171430000	447.3082846705405	13
1	171430000	171570000	350.9679165182974	14
1	171570000	171700000	200.38557711294175	13
1	171700000	171750000	168.41935628913328	5
1	171750000	171950000	247.94151855197785	20
1	171950000	172300000	145.70567896399803	35
1	172300000	172410000	139.46569357536148	11
1	172410000	172490000	231.80688163840776	8
1	172490000	172690000	354.5632681385941	20
1	172690000	173160000	208.7056693150198	47
1	173160000	173380000	298.8752713096431	22
1	173380000	173680000	194.9512241231452	30
1	173680000	173790000	194.09124536833934	11
1	173790000	173830000	155.012408359142	4
1	173830000	173900000	160.4406126841125	7
1	173900000	173990000	185.84257878860723	9
1	173990000	174050000	160.85579423066557	6
1	174050000	174120000	153.9881634912681	7
1	174120000	174200000	231.45587444475453	8
1	174200000	174710000	386.7571212007567	51
